 Convergence        Position           [CO2]            [H+]         [HCO3-]         [CO3-2]           [OH-]            [K+]           Phi_2           Phi_1     RDE_Current
           T     6.15000E+01     3.58327E-01     1.04447E-06     3.05761E-01     5.45113E-05     1.74222E-08     3.05869E-01     1.26191E-02    -4.08000E-01     1.07461E+02
           T     6.25000E+01     3.49849E-01     1.00325E-06     3.10794E-01     5.76853E-05     1.81381E-08     3.10909E-01     1.21995E-02    -4.08000E-01     1.07461E+02
           T     6.35000E+01     3.41371E-01     9.63337E-07     3.15827E-01     6.10478E-05     1.88896E-08     3.15948E-01     1.17867E-02    -4.08000E-01     1.07461E+02
           T     6.45000E+01     3.32894E-01     9.24682E-07     3.20859E-01     6.46132E-05     1.96792E-08     3.20987E-01     1.13803E-02    -4.08000E-01     1.07461E+02
           T     6.55000E+01     3.24417E-01     8.87221E-07     3.25890E-01     6.83973E-05     2.05101E-08     3.26026E-01     1.09804E-02    -4.08000E-01     1.07461E+02
           T     6.65000E+01     3.15939E-01     8.50902E-07     3.30921E-01     7.24178E-05     2.13856E-08     3.31065E-01     1.05865E-02    -4.08000E-01     1.07461E+02
           T     6.75000E+01     3.07463E-01     8.15671E-07     3.35952E-01     7.66941E-05     2.23092E-08     3.36104E-01     1.01986E-02    -4.08000E-01     1.07461E+02
           T     6.85000E+01     2.98986E-01     7.81482E-07     3.40982E-01     8.12479E-05     2.32852E-08     3.41144E-01     9.81648E-03    -4.08000E-01     1.07461E+02
           T     6.95000E+01     2.90509E-01     7.48289E-07     3.46011E-01     8.61035E-05     2.43181E-08     3.46183E-01     9.43996E-03    -4.08000E-01     1.07461E+02
           T     7.05000E+01     2.82033E-01     7.16049E-07     3.51040E-01     9.12881E-05     2.54131E-08     3.51222E-01     9.06887E-03    -4.08000E-01     1.07461E+02
           T     7.15000E+01     2.73557E-01     6.84721E-07     3.56068E-01     9.68321E-05     2.65758E-08     3.56261E-01     8.70307E-03    -4.08000E-01     1.07461E+02
           T     7.25000E+01     2.65081E-01     6.54268E-07     3.61096E-01     1.02770E-04     2.78128E-08     3.61300E-01     8.34241E-03    -4.08000E-01     1.07461E+02
           T     7.35000E+01     2.56605E-01     6.24653E-07     3.66122E-01     1.09141E-04     2.91314E-08     3.66340E-01     7.98674E-03    -4.08000E-01     1.07461E+02
           T     7.45000E+01     2.48130E-01     5.95843E-07     3.71148E-01     1.15988E-04     3.05399E-08     3.71379E-01     7.63593E-03    -4.08000E-01     1.07461E+02
           T     7.55000E+01     2.39654E-01     5.67805E-07     3.76172E-01     1.23364E-04     3.20480E-08     3.76418E-01     7.28984E-03    -4.08000E-01     1.07461E+02
           T     7.65000E+01     2.31180E-01     5.40508E-07     3.81195E-01     1.31324E-04     3.36665E-08     3.81458E-01     6.94836E-03    -4.08000E-01     1.07461E+02
           T     7.75000E+01     2.22705E-01     5.13924E-07     3.86218E-01     1.39937E-04     3.54080E-08     3.86497E-01     6.61135E-03    -4.08000E-01     1.07461E+02
           T     7.85000E+01     2.14232E-01     4.88025E-07     3.91238E-01     1.49279E-04     3.72870E-08     3.91536E-01     6.27871E-03    -4.08000E-01     1.07461E+02
           T     7.95000E+01     2.05758E-01     4.62786E-07     3.96257E-01     1.59440E-04     3.93206E-08     3.96576E-01     5.95032E-03    -4.08000E-01     1.07461E+02
           T     8.05000E+01     1.97285E-01     4.38181E-07     4.01275E-01     1.70525E-04     4.15285E-08     4.01615E-01     5.62608E-03    -4.08000E-01     1.07461E+02
           T     8.15000E+01     1.88813E-01     4.14187E-07     4.06290E-01     1.82658E-04     4.39343E-08     4.06655E-01     5.30587E-03    -4.08000E-01     1.07461E+02
           T     8.25000E+01     1.80342E-01     3.90782E-07     4.11303E-01     1.95987E-04     4.65656E-08     4.11694E-01     4.98960E-03    -4.08000E-01     1.07461E+02
           T     8.35000E+01     1.71871E-01     3.67945E-07     4.16313E-01     2.10687E-04     4.94558E-08     4.16734E-01     4.67718E-03    -4.08000E-01     1.07461E+02
           T     8.45000E+01     1.63401E-01     3.45655E-07     4.21320E-01     2.26970E-04     5.26450E-08     4.21774E-01     4.36850E-03    -4.08000E-01     1.07461E+02
           T     8.55000E+01     1.54933E-01     3.23894E-07     4.26324E-01     2.45096E-04     5.61820E-08     4.26814E-01     4.06349E-03    -4.08000E-01     1.07461E+02
           T     8.65000E+01     1.46465E-01     3.02643E-07     4.31323E-01     2.65382E-04     6.01269E-08     4.31854E-01     3.76204E-03    -4.08000E-01     1.07461E+02
           T     8.75000E+01     1.37999E-01     2.81886E-07     4.36318E-01     2.88224E-04     6.45546E-08     4.36894E-01     3.46408E-03    -4.08000E-01     1.07461E+02
           T     8.85000E+01     1.29535E-01     2.61605E-07     4.41307E-01     3.14120E-04     6.95592E-08     4.41935E-01     3.16953E-03    -4.08000E-01     1.07461E+02
           T     8.95000E+01     1.21072E-01     2.41785E-07     4.46288E-01     3.43705E-04     7.52611E-08     4.46975E-01     2.87829E-03    -4.08000E-01     1.07461E+02
           T     9.05000E+01     1.12613E-01     2.22412E-07     4.51261E-01     3.77806E-04     8.18165E-08     4.52017E-01     2.59031E-03    -4.08000E-01     1.07461E+02
           T     9.15000E+01     1.04156E-01     2.03473E-07     4.56223E-01     4.17514E-04     8.94322E-08     4.57058E-01     2.30548E-03    -4.08000E-01     1.07461E+02
           T     9.25000E+01     9.57030E-02     1.84953E-07     4.61172E-01     4.64302E-04     9.83870E-08     4.62101E-01     2.02375E-03    -4.08000E-01     1.07461E+02
           T     9.35000E+01     8.72550E-02     1.66843E-07     4.66104E-01     5.20205E-04     1.09067E-07     4.67144E-01     1.74503E-03    -4.08000E-01     1.07461E+02
           T     9.45000E+01     7.88135E-02     1.49131E-07     4.71012E-01     5.88117E-04     1.22020E-07     4.72188E-01     1.46923E-03    -4.08000E-01     1.07461E+02
           T     9.55000E+01     7.03805E-02     1.31809E-07     4.75890E-01     6.72295E-04     1.38056E-07     4.77234E-01     1.19628E-03    -4.08000E-01     1.07461E+02
           T     9.65000E+01     6.19596E-02     1.14872E-07     4.80724E-01     7.79262E-04     1.58412E-07     4.82283E-01     9.26067E-04    -4.08000E-01     1.07461E+02
           T     9.75000E+01     5.35560E-02     9.83156E-08     4.85496E-01     9.19524E-04     1.85088E-07     4.87335E-01     6.58479E-04    -4.08000E-01     1.07461E+02
           T     9.85000E+01     4.51788E-02     8.21462E-08     4.90170E-01     1.11112E-03     2.21520E-07     4.92393E-01     3.93350E-04    -4.08000E-01     1.07461E+02
           T     9.95000E+01     3.68451E-02     6.63822E-08     4.94685E-01     1.38764E-03     2.74125E-07     4.97460E-01     1.30424E-04    -4.08000E-01     1.07461E+02
           T     1.00000E+02     3.27046E-02     5.86662E-08     4.96846E-01     1.57701E-03     3.10179E-07     5.00000E-01     0.00000E+00    -4.08000E-01     1.07461E+02
           T     0.00000E+00     8.73339E-01     4.39987E-04     1.76906E-03     7.48691E-10     4.13580E-11     1.32907E-03     1.53270E-01    -4.16000E-01     1.07260E+02
           T     5.00000E-01     8.70946E-01     3.16871E-04     2.44968E-03     1.43955E-09     5.74272E-11     2.13281E-03     1.37741E-01    -4.16000E-01     1.07260E+02
           T     1.50000E+00     8.64288E-01     1.35661E-04     5.67813E-03     7.79384E-09     1.34136E-10     5.54248E-03     1.14927E-01    -4.16000E-01     1.07260E+02
           T     2.50000E+00     8.56398E-01     7.53036E-05     1.01358E-02     2.50636E-08     2.41649E-10     1.00606E-02     1.00055E-01    -4.16000E-01     1.07260E+02
           T     3.50000E+00     8.48165E-01     5.06151E-05     1.49348E-02     5.49439E-08     3.59517E-10     1.48843E-02     9.01243E-02    -4.16000E-01     1.07260E+02
           T     4.50000E+00     8.39821E-01     3.77168E-05     1.98450E-02     9.79755E-08     4.82464E-10     1.98075E-02     8.28362E-02    -4.16000E-01     1.07260E+02
           T     5.50000E+00     8.31429E-01     2.98763E-05     2.48027E-02     1.54586E-07     6.09078E-10     2.47731E-02     7.71159E-02    -4.16000E-01     1.07260E+02
           T     6.50000E+00     8.23013E-01     2.46273E-05     2.97845E-02     2.25202E-07     7.38896E-10     2.97603E-02     7.24192E-02    -4.16000E-01     1.07260E+02
           T     7.50000E+00     8.14583E-01     2.08739E-05     3.47802E-02     3.10261E-07     8.71758E-10     3.47599E-02     6.84396E-02    -4.16000E-01     1.07260E+02
           T     8.50000E+00     8.06144E-01     1.80592E-05     3.97845E-02     4.10219E-07     1.00763E-09     3.97673E-02     6.49890E-02    -4.16000E-01     1.07260E+02
           T     9.50000E+00     7.97700E-01     1.58713E-05     4.47947E-02     5.25549E-07     1.14653E-09     4.47799E-02     6.19443E-02    -4.16000E-01     1.07260E+02
           T     1.05000E+01     7.89251E-01     1.41224E-05     4.98088E-02     6.56746E-07     1.28852E-09     4.97960E-02     5.92204E-02    -4.16000E-01     1.07260E+02
           T     1.15000E+01     7.80800E-01     1.26927E-05     5.48259E-02     8.04326E-07     1.43366E-09     5.48148E-02     5.67565E-02    -4.16000E-01     1.07260E+02
           T     1.25000E+01     7.72346E-01     1.15023E-05     5.98451E-02     9.68826E-07     1.58204E-09     5.98356E-02     5.45075E-02    -4.16000E-01     1.07260E+02
           T     1.35000E+01     7.63891E-01     1.04958E-05     6.48660E-02     1.15081E-06     1.73375E-09     6.48578E-02     5.24390E-02    -4.16000E-01     1.07260E+02
           T     1.45000E+01     7.55434E-01     9.63369E-06     6.98882E-02     1.35086E-06     1.88889E-09     6.98812E-02     5.05243E-02    -4.16000E-01     1.07260E+02
           T     1.55000E+01     7.46976E-01     8.88708E-06     7.49113E-02     1.56960E-06     2.04758E-09     7.49056E-02     4.87421E-02    -4.16000E-01     1.07260E+02
           T     1.65000E+01     7.38518E-01     8.23421E-06     7.99353E-02     1.80766E-06     2.20993E-09     7.99307E-02     4.70754E-02    -4.16000E-01     1.07260E+02
           T     1.75000E+01     7.30058E-01     7.65849E-06     8.49599E-02     2.06572E-06     2.37606E-09     8.49564E-02     4.55101E-02    -4.16000E-01     1.07260E+02
           T     1.85000E+01     7.21598E-01     7.14702E-06     8.99851E-02     2.34448E-06     2.54610E-09     8.99826E-02     4.40345E-02    -4.16000E-01     1.07260E+02
           T     1.95000E+01     7.13138E-01     6.68961E-06     9.50107E-02     2.64467E-06     2.72019E-09     9.50093E-02     4.26390E-02    -4.16000E-01     1.07260E+02
           T     2.05000E+01     7.04677E-01     6.27814E-06     1.00037E-01     2.96707E-06     2.89847E-09     1.00036E-01     4.13154E-02    -4.16000E-01     1.07260E+02
           T     2.15000E+01     6.96216E-01     5.90602E-06     1.05063E-01     3.31249E-06     3.08110E-09     1.05064E-01     4.00566E-02    -4.16000E-01     1.07260E+02
           T     2.25000E+01     6.87755E-01     5.56786E-06     1.10089E-01     3.68178E-06     3.26823E-09     1.10091E-01     3.88565E-02    -4.16000E-01     1.07260E+02
           T     2.35000E+01     6.79294E-01     5.25922E-06     1.15116E-01     4.07583E-06     3.46002E-09     1.15119E-01     3.77099E-02    -4.16000E-01     1.07260E+02
           T     2.45000E+01     6.70832E-01     4.97639E-06     1.20143E-01     4.49557E-06     3.65667E-09     1.20147E-01     3.66124E-02    -4.16000E-01     1.07260E+02
           T     2.55000E+01     6.62370E-01     4.71628E-06     1.25170E-01     4.94198E-06     3.85834E-09     1.25175E-01     3.55597E-02    -4.16000E-01     1.07260E+02
           T     2.65000E+01     6.53908E-01     4.47625E-06     1.30197E-01     5.41612E-06     4.06524E-09     1.30204E-01     3.45485E-02    -4.16000E-01     1.07260E+02
           T     2.75000E+01     6.45446E-01     4.25406E-06     1.35225E-01     5.91905E-06     4.27756E-09     1.35232E-01     3.35756E-02    -4.16000E-01     1.07260E+02
           T     2.85000E+01     6.36983E-01     4.04780E-06     1.40252E-01     6.45194E-06     4.49553E-09     1.40261E-01     3.26382E-02    -4.16000E-01     1.07260E+02
           T     2.95000E+01     6.28521E-01     3.85581E-06     1.45279E-01     7.01598E-06     4.71937E-09     1.45290E-01     3.17338E-02    -4.16000E-01     1.07260E+02
           T     3.05000E+01     6.20058E-01     3.67666E-06     1.50307E-01     7.61246E-06     4.94933E-09     1.50318E-01     3.08601E-02    -4.16000E-01     1.07260E+02
           T     3.15000E+01     6.11596E-01     3.50911E-06     1.55334E-01     8.24272E-06     5.18565E-09     1.55347E-01     3.00152E-02    -4.16000E-01     1.07260E+02
           T     3.25000E+01     6.03133E-01     3.35206E-06     1.60362E-01     8.90818E-06     5.42860E-09     1.60376E-01     2.91972E-02    -4.16000E-01     1.07260E+02
           T     3.35000E+01     5.94670E-01     3.20456E-06     1.65389E-01     9.61034E-06     5.67847E-09     1.65405E-01     2.84044E-02    -4.16000E-01     1.07260E+02
           T     3.45000E+01     5.86207E-01     3.06576E-06     1.70417E-01     1.03508E-05     5.93555E-09     1.70435E-01     2.76353E-02    -4.16000E-01     1.07260E+02
           T     3.55000E+01     5.77745E-01     2.93492E-06     1.75444E-01     1.11312E-05     6.20017E-09     1.75464E-01     2.68886E-02    -4.16000E-01     1.07260E+02
           T     3.65000E+01     5.69282E-01     2.81137E-06     1.80472E-01     1.19534E-05     6.47265E-09     1.80493E-01     2.61630E-02    -4.16000E-01     1.07260E+02
           T     3.75000E+01     5.60819E-01     2.69451E-06     1.85499E-01     1.28192E-05     6.75335E-09     1.85522E-01     2.54573E-02    -4.16000E-01     1.07260E+02
           T     3.85000E+01     5.52356E-01     2.58383E-06     1.90527E-01     1.37307E-05     7.04266E-09     1.90551E-01     2.47705E-02    -4.16000E-01     1.07260E+02
           T     3.95000E+01     5.43893E-01     2.47883E-06     1.95554E-01     1.46899E-05     7.34096E-09     1.95581E-01     2.41016E-02    -4.16000E-01     1.07260E+02
           T     4.05000E+01     5.35430E-01     2.37910E-06     2.00581E-01     1.56992E-05     7.64869E-09     2.00610E-01     2.34497E-02    -4.16000E-01     1.07260E+02
           T     4.15000E+01     5.26967E-01     2.28425E-06     2.05608E-01     1.67609E-05     7.96631E-09     2.05640E-01     2.28139E-02    -4.16000E-01     1.07260E+02
           T     4.25000E+01     5.18505E-01     2.19392E-06     2.10636E-01     1.78777E-05     8.29429E-09     2.10669E-01     2.21934E-02    -4.16000E-01     1.07260E+02
           T     4.35000E+01     5.10042E-01     2.10781E-06     2.15663E-01     1.90521E-05     8.63315E-09     2.15699E-01     2.15876E-02    -4.16000E-01     1.07260E+02
           T     4.45000E+01     5.01579E-01     2.02562E-06     2.20690E-01     2.02873E-05     8.98344E-09     2.20728E-01     2.09958E-02    -4.16000E-01     1.07260E+02
           T     4.55000E+01     4.93116E-01     1.94709E-06     2.25716E-01     2.15862E-05     9.34575E-09     2.25758E-01     2.04173E-02    -4.16000E-01     1.07260E+02
           T     4.65000E+01     4.84653E-01     1.87198E-06     2.30743E-01     2.29523E-05     9.72070E-09     2.30787E-01     1.98515E-02    -4.16000E-01     1.07260E+02
           T     4.75000E+01     4.76190E-01     1.80008E-06     2.35770E-01     2.43891E-05     1.01090E-08     2.35817E-01     1.92979E-02    -4.16000E-01     1.07260E+02
           T     4.85000E+01     4.67728E-01     1.73118E-06     2.40796E-01     2.59004E-05     1.05113E-08     2.40846E-01     1.87560E-02    -4.16000E-01     1.07260E+02
           T     4.95000E+01     4.59265E-01     1.66510E-06     2.45823E-01     2.74904E-05     1.09285E-08     2.45876E-01     1.82253E-02    -4.16000E-01     1.07260E+02
           T     5.05000E+01     4.50802E-01     1.60167E-06     2.50849E-01     2.91634E-05     1.13612E-08     2.50906E-01     1.77054E-02    -4.16000E-01     1.07260E+02
           T     5.15000E+01     4.42339E-01     1.54074E-06     2.55875E-01     3.09243E-05     1.18106E-08     2.55935E-01     1.71957E-02    -4.16000E-01     1.07260E+02
           T     5.25000E+01     4.33877E-01     1.48215E-06     2.60901E-01     3.27781E-05     1.22775E-08     2.60965E-01     1.66960E-02    -4.16000E-01     1.07260E+02
           T     5.35000E+01     4.25414E-01     1.42577E-06     2.65926E-01     3.47305E-05     1.27629E-08     2.65994E-01     1.62058E-02    -4.16000E-01     1.07260E+02
